ID,Nacimiento,Estado_Civil,Nivel_Educacion,Pais,Ingreso_anual_hogar,Hijos_menores,Hijos_adolescentes,Dias_antiguedad,Monto_Bebidas_Alcoholicas,Monto_Frutas_Verduras,Monto_Carnes,Monto_Pescaderia,Monto_Dulces,Monto_Productos_Premium
9467,1984,Soltero_a,Graduado,Spain,"34738,0000",1,0,2490,3,2,10,3,0,2
2891,1963,Divorciado_a,Graduado,USA,"68118,0000",0,1,2873,595,23,123,10,23,154
5011,1963,Divorciado_a,Graduado,Spain,"68118,0000",0,1,2873,595,23,123,10,23,154
8140,1973,Convivencia,Graduado,Australia,"22682,0000",1,0,3095,10,14,29,4,2,36
11039,1975,Casado_a,Graduado,Spain,"51948,0000",0,1,2904,82,33,54,71,30,41
78,1969,Casado_a,Graduado,Spain,"25293,0000",1,0,2906,15,0,11,0,2,9
5517,1969,Casado_a,Graduado,Australia,"25293,0000",1,0,2906,15,0,11,0,2,9
5290,1964,Casado_a,Doctorado,Canada,"41551,0000",1,1,2938,220,0,33,3,0,23
4128,1962,Convivencia,Doctorado,Arabia_Saudita,"56067,0000",0,1,2963,517,12,54,16,6,120
8534,1952,Casado_a,Graduado,Spain,"67433,0000",0,2,2967,615,28,259,12,48,30
9592,1983,Convivencia,Graduado,Spain,"22010,0000",1,0,2983,11,2,9,3,0,8
8957,1952,Soltero_a,Graduado,Arabia_Saudita,"64831,0000",1,1,2885,480,86,249,75,86,144
9308,1954,Casado_a,Graduado,Arabia_Saudita,"62820,0000",0,0,2855,398,61,265,138,61,53
544,1954,Casado_a,Graduado,Spain,"62820,0000",0,0,2855,398,61,265,138,61,53
5989,1959,Divorciado_a,Graduado,Canada,"78353,0000",0,1,3058,752,122,476,39,153,34
635,1966,Casado_a,Master,Spain,"57183,0000",1,1,3086,464,5,64,7,0,70
6673,1965,Soltero_a,Graduado,USA,"23478,0000",0,0,3086,28,6,27,12,17,39
1710,1978,Soltero_a,Graduado,Spain,"30168,0000",1,0,2980,154,20,66,0,12,27
523,1989,Casado_a,Graduado,Spain,"37155,0000",1,0,3133,23,0,26,7,15,3
8977,1985,Soltero_a,Secundario,Spain,"16581,0000",0,0,2829,1,3,4,2,3,11
9736,1980,Casado_a,Graduado,USA,"41850,0000",1,1,3171,53,5,19,2,13,4
1544,1967,Divorciado_a,Master,Canada,"81380,0000",0,0,3173,741,68,689,224,68,103
6575,1981,Convivencia,Graduado,Arabia_Saudita,"56386,0000",1,1,3229,230,48,214,13,32,75
6147,1971,Divorciado_a,Graduado,Alemania,"25818,0000",1,0,3238,5,2,8,2,2,9
6354,1984,Convivencia,Graduado,Spain,"15345,0000",1,0,3286,5,2,16,3,2,19
4769,1977,Convivencia,Master,Spain,"57954,0000",1,1,2630,456,4,24,0,0,9
7540,1952,Casado_a,Graduado,Spain,"50300,0000",0,1,2654,143,15,60,24,23,5
5247,1955,Casado_a,Doctorado,Spain,"38725,0000",1,1,2521,31,0,6,2,1,5
5987,1989,Convivencia,Graduado,Spain,"10404,0000",1,0,2704,2,2,11,10,6,12
9960,1991,Soltero_a,Secundario,Arabia_Saudita,"26868,0000",1,0,2679,0,0,1,8,3,2
10972,1949,Viudo_a,Graduado,Spain,"72298,0000",0,0,2523,625,35,169,58,17,35
1399,1958,Casado_a,Graduado,Spain,"72905,0000",0,0,2778,407,114,445,181,165,203
2698,1976,Soltero_a,Graduado,USA,"47025,0000",0,1,2972,254,7,108,20,0,26
6340,1985,Soltero_a,Graduado,Arabia_Saudita,"29938,0000",1,0,2864,3,3,7,0,2,11
4107,1948,Convivencia,Doctorado,Spain,"46681,0000",0,2,2942,269,15,69,15,19,38
10906,1948,Convivencia,Doctorado,Arabia_Saudita,"46681,0000",0,2,2942,269,15,69,15,19,38
2557,1970,Soltero_a,Master,Spain,"29548,0000",1,0,2923,7,1,6,3,1,11
8786,1956,Casado_a,Master,Alemania,"62058,0000",0,1,3018,301,7,74,10,0,58
7187,1969,Convivencia,Master,Australia,"52247,2514",1,1,3026,375,42,48,94,66,96
6119,1963,Soltero_a,Doctorado,Spain,"36736,0000",1,1,2886,10,0,3,0,0,4
2980,1952,Soltero_a,Master,Canada,"8820,0000",1,1,3083,12,0,13,4,2,4
3850,1963,Convivencia,Secundario,India,"14918,0000",0,1,3336,3,3,3,15,4,15
1077,1974,Convivencia,Graduado,Spain,"56715,0000",0,0,3397,258,105,239,237,172,9
9733,1978,Convivencia,Secundario,India,"24882,0000",1,0,3277,1,4,10,29,0,36
8462,1978,Convivencia,Secundario,Spain,"24882,0000",1,0,3277,1,4,10,29,0,36
4764,1952,Convivencia,Master,Arabia_Saudita,"40442,0000",1,1,3298,45,12,52,25,22,13
2223,1965,Divorciado_a,Graduado,Spain,"64176,0000",0,1,3462,1215,33,249,64,116,149
7788,1983,Casado_a,Doctorado,Spain,"23536,0000",1,0,2703,6,0,3,0,0,1
5827,1958,Divorciado_a,Graduado,Arabia_Saudita,"35246,0000",1,1,2693,36,0,12,2,2,10
2958,1978,Casado_a,Graduado,Spain,"28442,0000",2,0,2744,19,3,10,11,8,6
4954,1956,Casado_a,Graduado,Spain,"48195,0000",1,1,2778,106,27,68,52,7,5
3139,1982,Soltero_a,Graduado,Arabia_Saudita,"74116,0000",0,0,2800,871,111,704,145,55,166
9952,1947,Convivencia,Master,Arabia_Saudita,"78093,0000",0,0,2848,368,32,639,13,43,10
8180,1952,Divorciado_a,Master,USA,"59354,0000",1,1,2845,233,2,53,3,5,14
3276,1976,Convivencia,Graduado,Arabia_Saudita,"36301,0000",1,0,2866,11,12,35,3,5,12
4994,1943,Soltero_a,Master,Spain,"77598,0000",0,0,3154,1193,33,281,129,66,33
3598,1972,Casado_a,Graduado,Spain,"62710,0000",0,1,3021,441,35,83,7,29,11
945,1965,Convivencia,Graduado,Spain,"36317,0000",0,1,3022,87,3,25,3,2,13
5048,1971,Soltero_a,Doctorado,Arabia_Saudita,"42767,0000",2,0,2855,20,6,43,19,5,38
6214,1982,Casado_a,Master,Spain,"43815,0000",1,0,3040,14,10,29,4,7,15
6230,1971,Divorciado_a,Graduado,Spain,"44421,0000",1,1,3118,110,5,59,7,1,7
2968,1943,Divorciado_a,Doctorado,Australia,"48948,0000",0,0,3162,437,8,206,160,49,42
8800,1943,Divorciado_a,Doctorado,Arabia_Saudita,"48948,0000",0,0,3162,437,8,206,160,49,42
1907,1950,Divorciado_a,Master,Spain,"63120,0000",0,1,3258,965,69,279,54,41,69
10478,1950,Casado_a,Doctorado,Arabia_Saudita,"55517,0000",1,1,3259,483,0,108,0,6,36
4188,1957,Soltero_a,Graduado,Australia,"36864,0000",0,1,3304,204,5,39,17,0,89
8720,1978,Convivencia,Graduado,India,"52247,2514",0,0,3187,32,2,1607,12,4,22
2225,1977,Divorciado_a,Graduado,Australia,"82582,0000",0,0,2612,510,120,550,156,40,241
4790,1958,Divorciado_a,Graduado,Spain,"79803,0000",0,1,2762,574,8,216,21,16,33
1131,1967,Soltero_a,Doctorado,Arabia_Saudita,"52569,0000",0,1,2675,85,0,3,0,0,7
202,1948,Viudo_a,Doctorado,India,"82032,0000",0,0,2675,332,194,377,149,125,57
9589,1948,Viudo_a,Doctorado,India,"82032,0000",0,0,2675,332,194,377,149,125,57
3900,1972,Casado_a,Graduado,Canada,"65685,0000",0,1,2711,642,14,49,0,7,57
9958,1972,Casado_a,Graduado,Australia,"65685,0000",0,1,2711,642,14,49,0,7,57
8955,1957,Convivencia,Doctorado,Spain,"40451,0000",0,2,2752,35,0,4,0,0,10
10033,1973,Divorciado_a,Graduado,Alemania,"31163,0000",1,0,2755,2,3,10,11,2,10
5751,1973,Divorciado_a,Graduado,Canada,"31163,0000",1,0,2755,2,3,10,11,2,10
3308,1952,Casado_a,Graduado,Arabia_Saudita,"35704,0000",1,1,2739,30,9,12,2,11,30
7297,1973,Soltero_a,Graduado,Arabia_Saudita,"7500,0000",1,0,2804,5,3,10,12,7,20
8008,1983,Convivencia,Graduado,Spain,"36075,0000",1,0,2909,46,0,30,12,1,30
1232,1982,Convivencia,Doctorado,Alemania,"70038,0000",0,0,2866,587,54,348,71,54,130
2345,1982,Convivencia,Doctorado,Australia,"70038,0000",0,0,2866,587,54,348,71,54,130
1628,1971,Convivencia,Graduado,Arabia_Saudita,"71796,0000",0,0,2867,354,21,311,167,75,32
5081,1967,Convivencia,Graduado,Spain,"47821,0000",1,1,2871,9,0,16,6,6,10
839,1975,Casado_a,Doctorado,Spain,"45503,0000",1,0,2896,97,4,44,6,1,18
3706,1978,Soltero_a,Graduado,Spain,"28647,0000",1,0,2931,19,8,29,0,12,26
5154,1972,Divorciado_a,Master,Spain,"37760,0000",1,0,2852,26,3,13,2,10,0
8584,1952,Convivencia,Doctorado,Spain,"85431,0000",0,0,2946,376,53,462,168,53,53
6583,1955,Casado_a,Graduado,Spain,"72635,0000",0,0,3099,390,22,323,104,35,107
3433,1955,Casado_a,Graduado,Spain,"72635,0000",0,0,3099,390,22,323,104,35,107
10486,1948,Casado_a,Graduado,Spain,"77142,0000",0,0,3015,476,75,162,29,151,97
8687,1978,Convivencia,Graduado,India,"53172,0000",0,1,3008,121,62,90,68,20,125
7842,1968,Soltero_a,Graduado,Spain,"36065,0000",1,1,3074,18,7,34,10,2,3
3749,1973,Convivencia,Graduado,Canada,"73926,0000",0,0,3130,627,91,597,159,91,15
1331,1977,Soltero_a,Graduado,Australia,"35790,0000",1,0,3132,12,6,20,30,1,3
5995,1962,Divorciado_a,Graduado,Spain,"39552,0000",1,1,3177,165,3,147,4,24,41
8985,1964,Convivencia,Graduado,Spain,"68316,0000",0,1,3428,806,80,161,120,11,33
2798,1977,Convivencia,Doctorado,Arabia_Saudita,"102160,0000",0,0,3488,763,29,138,76,176,58
7108,1965,Viudo_a,Master,Arabia_Saudita,"51390,0000",1,1,3308,205,20,47,23,2,56
2781,1981,Soltero_a,Graduado,Arabia_Saudita,"72066,0000",0,0,2625,1003,34,536,134,51,34
3623,1976,Convivencia,Graduado,India,"21675,0000",1,0,2489,4,0,16,17,4,4
194,1965,Casado_a,Graduado,Spain,"48006,0000",1,1,2550,23,0,11,3,2,2
10833,1975,Casado_a,Graduado,Spain,"65106,0000",0,1,2655,790,19,133,12,0,19
2315,1960,Divorciado_a,Graduado,Spain,"58401,0000",0,1,2689,10,0,11,17,29,29
6336,1960,Casado_a,Graduado,Arabia_Saudita,"29315,0000",1,1,2644,13,2,14,8,7,4
10738,1951,Soltero_a,Master,Australia,"49389,0000",1,1,2923,40,0,19,2,1,3
8286,1965,Convivencia,Doctorado,Arabia_Saudita,"51717,0000",0,1,2932,98,1,17,0,1,5
2166,1960,Viudo_a,Graduado,Arabia_Saudita,"46779,0000",1,1,2823,12,1,3,0,0,7
10691,1960,Casado_a,Master,Spain,"28520,0000",1,1,2999,11,0,10,0,2,20
9739,1963,Soltero_a,Graduado,Spain,"34377,0000",0,1,3145,62,0,22,3,1,26
1829,1961,Divorciado_a,Doctorado,Spain,"54959,0000",0,1,3145,1148,0,60,0,0,24
6260,1955,Convivencia,Master,Australia,"82384,0000",0,0,3206,984,51,432,180,120,190
10448,1956,Soltero_a,Graduado,Spain,"46998,0000",0,1,3234,172,41,86,45,6,27
1343,1968,Convivencia,Graduado,USA,"58554,0000",1,1,3260,368,24,68,38,0,88
4749,1968,Convivencia,Graduado,India,"58554,0000",1,1,3260,368,24,68,38,0,88
531,1954,Divorciado_a,Doctorado,Spain,"57333,0000",0,1,3264,941,14,397,76,58,176
6905,1994,Convivencia,Graduado,Spain,"80685,0000",0,0,3295,241,45,604,34,26,54
1045,1965,Convivencia,Graduado,Spain,"52117,0000",0,1,3301,112,10,107,30,0,20
4012,1972,Convivencia,Doctorado,Alemania,"62220,0000",0,1,3217,799,12,375,16,12,12
5529,1946,Convivencia,Doctorado,Canada,"64014,0000",2,1,2520,406,0,30,0,0,8
4001,1946,Convivencia,Doctorado,Arabia_Saudita,"64014,0000",2,1,2520,406,0,30,0,0,8
10420,1955,Divorciado_a,Master,USA,"46390,0000",0,1,2674,95,14,64,2,9,38
7723,1979,Convivencia,Graduado,Alemania,"75507,0000",0,0,2763,709,93,374,104,80,80
2963,1979,Convivencia,Graduado,Australia,"75507,0000",0,0,2763,709,93,374,104,80,80
10634,1951,Casado_a,Master,Spain,"59412,0000",0,0,2690,90,67,165,30,43,11
5180,1968,Divorciado_a,Doctorado,Spain,"50616,0000",0,1,2691,128,0,16,0,1,4
6866,1969,Convivencia,Master,Arabia_Saudita,"35924,0000",1,1,2717,8,0,14,2,3,7
1328,1982,Casado_a,Graduado,Arabia_Saudita,"57937,0000",0,1,2752,261,42,144,55,48,133
1139,1984,Casado_a,Doctorado,Spain,"73356,0000",0,0,2646,1050,14,322,0,14,112
4961,1974,Convivencia,Master,Spain,"21255,0000",1,0,2778,29,0,25,2,2,3
5177,1974,Casado_a,Master,Arabia_Saudita,"58494,0000",0,1,2818,298,7,68,4,0,19
2075,1969,Casado_a,Graduado,Arabia_Saudita,"72460,0000",0,0,2846,377,10,540,80,30,10
3428,1991,Convivencia,Doctorado,Spain,"68682,0000",0,0,3003,919,0,505,99,30,45
4500,1991,Convivencia,Doctorado,Spain,"68682,0000",0,0,3003,919,0,505,99,30,45
7369,1981,Casado_a,Master,Spain,"36959,0000",1,0,3123,25,6,25,6,0,0
4381,1971,Casado_a,Doctorado,Spain,"46463,0000",1,1,2934,163,2,40,8,11,11
9964,1979,Soltero_a,Graduado,Spain,"61825,0000",0,1,2975,162,50,100,55,30,27
1630,1979,Soltero_a,Graduado,Spain,"61825,0000",0,1,2975,162,50,100,55,30,27
5012,1989,Casado_a,Graduado,Spain,"28691,0000",1,0,3067,5,4,13,8,0,4
6918,1989,Casado_a,Graduado,Spain,"28691,0000",1,0,3067,5,4,13,8,0,4
7822,1976,Convivencia,Graduado,Spain,"54058,0000",0,1,3068,198,18,252,32,108,54
10156,1975,Soltero_a,Graduado,Spain,"84196,0000",0,1,3099,215,63,507,231,31,190
3033,1963,Convivencia,Master,Australia,"38620,0000",0,0,2855,112,17,44,34,22,89
4119,1963,Convivencia,Master,Alemania,"38620,0000",0,0,2855,112,17,44,34,22,89
11110,1973,Soltero_a,Graduado,India,"3502,0000",1,0,3061,2,1,1,0,0,1
332,1957,Casado_a,Graduado,Spain,"47743,0000",0,1,3083,198,2,43,0,12,20
737,1949,Casado_a,Doctorado,Spain,"80360,0000",0,0,3102,1493,86,454,112,43,43
10319,1971,Casado_a,Graduado,Spain,"66303,0000",0,1,3107,1090,12,96,16,12,60
2683,1969,Casado_a,Graduado,Canada,"52413,0000",0,2,3131,295,106,271,75,98,65
3445,1956,Soltero_a,Graduado,Arabia_Saudita,"60714,0000",0,0,3147,216,162,224,101,92,162
10913,1984,Soltero_a,Master,Spain,"31385,0000",1,0,3397,3,2,12,0,1,9
4427,1995,Soltero_a,Graduado,Spain,"83257,0000",0,0,3268,536,27,590,38,107,67
8717,1975,Casado_a,Doctorado,India,"80427,0000",0,1,3186,1149,71,449,69,71,26
2066,1949,Convivencia,Graduado,Spain,"38823,0000",0,1,3287,70,0,11,2,8,23
3340,1977,Casado_a,Graduado,Canada,"42014,0000",1,0,3300,244,15,108,4,15,50
8685,1977,Casado_a,Graduado,Arabia_Saudita,"42014,0000",1,0,3300,244,15,108,4,15,50
4149,1948,Convivencia,Doctorado,Spain,"76140,0000",0,0,2666,586,66,653,17,0,26
8726,1964,Divorciado_a,Graduado,Canada,"41713,0000",1,1,2680,77,8,44,10,10,25
2295,1954,Casado_a,Doctorado,Arabia_Saudita,"62670,0000",0,1,2766,539,30,92,80,46,38
3283,1972,Casado_a,Graduado,Spain,"70932,0000",0,1,2780,200,193,100,46,185,185
1915,1951,Casado_a,Doctorado,Alemania,"78939,0000",0,0,2818,794,115,243,150,0,205
800,1960,Convivencia,Graduado,Arabia_Saudita,"44512,0000",1,1,2922,23,1,6,0,0,2
9166,1968,Casado_a,Graduado,Spain,"63967,0000",0,1,2913,387,84,141,73,35,162
5147,1948,Soltero_a,Graduado,Spain,"90842,0000",0,0,2954,774,70,118,182,187,93
13,1947,Viudo_a,Doctorado,Arabia_Saudita,"25358,0000",0,1,2961,19,0,5,0,0,8
8557,1982,Soltero_a,Graduado,Australia,"52247,2514",1,0,2996,11,3,22,2,2,6
8724,1982,Soltero_a,Graduado,Spain,"28567,0000",1,0,2996,11,3,22,2,2,6
9381,1978,Casado_a,Graduado,Australia,"66373,0000",1,1,2824,328,9,124,12,24,109
9384,1978,Casado_a,Graduado,Australia,"66373,0000",1,1,2824,328,9,124,12,24,109
3560,1952,Convivencia,Graduado,Alemania,"83844,0000",0,0,2825,901,31,345,75,31,191
241,1952,Convivencia,Graduado,Spain,"83844,0000",0,0,2825,901,31,345,75,31,191
7521,1952,Convivencia,Graduado,Canada,"83844,0000",0,0,2825,901,31,345,75,31,191
9799,1968,Divorciado_a,Doctorado,Spain,"83664,0000",1,1,2947,866,21,151,28,21,86
5123,1951,Casado_a,Master,Spain,"27450,0000",0,0,3059,37,12,23,8,11,52
448,1978,Soltero_a,Doctorado,Spain,"54880,0000",1,0,3161,308,85,137,102,45,118
4837,1965,Casado_a,Doctorado,Spain,"71322,0000",0,1,3117,753,43,226,69,10,204
9365,1976,Soltero_a,Doctorado,Spain,"60000,0000",0,1,3173,1048,0,217,0,0,12
8932,1969,Convivencia,Master,Arabia_Saudita,"65176,0000",0,1,3227,960,28,183,220,70,70
7055,1952,Convivencia,Doctorado,Canada,"61010,0000",0,1,3276,888,0,57,0,0,76
3537,1981,Convivencia,Graduado,Spain,"31089,0000",1,0,3300,31,3,31,2,8,4
9081,1988,Soltero_a,Graduado,Spain,"20518,0000",1,0,2661,4,1,6,4,1,9
4988,1948,Casado_a,Doctorado,Arabia_Saudita,"34469,0000",1,1,2704,19,6,20,0,5,12
1050,1952,Casado_a,Graduado,Alemania,"28332,0000",0,0,2679,14,10,13,4,15,9
5610,1965,Convivencia,Graduado,India,"33456,0000",1,1,2688,7,3,10,8,1,7
3526,1968,Casado_a,Doctorado,Spain,"38443,0000",1,1,2772,32,0,5,0,0,1
5136,1973,Soltero_a,Graduado,Canada,"65333,0000",0,1,2782,654,7,92,0,15,30
1411,1952,Divorciado_a,Graduado,Spain,"82623,0000",0,0,2880,204,34,204,172,153,173
701,1971,Casado_a,Graduado,Spain,"73691,0000",0,1,3002,707,21,250,85,43,73
6203,1947,Convivencia,Graduado,Spain,"74485,0000",0,0,2928,499,149,815,173,49,49
7192,1955,Convivencia,Graduado,Spain,"65748,0000",0,1,3059,172,73,93,95,78,34
5181,1982,Soltero_a,Secundario,Spain,"24367,0000",1,0,3085,2,4,2,0,11,5
9220,1971,Soltero_a,Graduado,Spain,"91700,0000",0,0,3147,576,172,961,125,115,19
7734,1993,Soltero_a,Graduado,Australia,"79244,0000",0,0,3176,471,102,125,212,61,245
10446,1957,Casado_a,Doctorado,Canada,"82017,0000",0,0,3337,184,23,446,30,23,23
5524,1957,Soltero_a,Graduado,USA,"58138,0000",0,0,3430,635,88,546,172,88,88
3830,1953,Casado_a,Master,Canada,"59354,0000",0,2,2685,295,21,78,39,13,13
5186,1955,Casado_a,Doctorado,Canada,"58482,0000",0,1,2462,576,7,115,19,7,7
8514,1976,Convivencia,Graduado,Spain,"29478,0000",1,0,2782,8,0,7,3,1,1
7165,1972,Convivencia,Graduado,Spain,"64474,0000",0,1,2869,381,35,172,56,86,93
10236,1975,Soltero_a,Master,Arabia_Saudita,"31160,0000",1,0,2905,16,3,25,6,1,13
2392,1972,Casado_a,Graduado,Spain,"40321,0000",1,1,2954,44,4,21,6,0,27
1920,1972,Casado_a,Graduado,Spain,"40321,0000",1,1,2954,44,4,21,6,0,27
3673,1971,Soltero_a,Graduado,Arabia_Saudita,"55239,0000",0,1,2969,371,17,238,23,24,106
1453,1943,Viudo_a,Doctorado,Spain,"57513,0000",0,0,3006,735,40,183,52,20,30
4518,1979,Convivencia,Graduado,Canada,"85693,0000",0,1,3054,386,172,183,185,132,111
8969,1977,Casado_a,Graduado,Arabia_Saudita,"71855,0000",0,1,3148,548,31,422,0,112,28
387,1976,Casado_a,Secundario,USA,"7500,0000",0,0,3212,6,16,11,11,1,16
1079,1971,Casado_a,Doctorado,India,"71969,0000",0,1,3240,1000,0,76,0,0,10
164,1977,Casado_a,Doctorado,Spain,"28973,0000",0,0,3243,206,0,46,3,2,12
3434,1951,Soltero_a,Graduado,Spain,"80872,0000",0,0,2460,483,72,567,94,12,108
5721,1956,Casado_a,Doctorado,Canada,"84117,0000",0,0,2490,611,76,749,59,45,26
8418,1958,Soltero_a,Graduado,Alemania,"38741,0000",1,1,2710,7,10,17,8,6,13
5300,1973,Casado_a,Master,Spain,"38961,0000",1,0,2800,19,7,19,0,1,24
10424,1968,Soltero_a,Graduado,Arabia_Saudita,"75922,0000",0,0,2909,265,138,553,224,23,92
11171,1965,Casado_a,Master,Australia,"56962,0000",2,1,2850,292,3,77,10,3,26
1600,1965,Casado_a,Master,Arabia_Saudita,"56962,0000",2,1,2850,292,3,77,10,3,26
7851,1949,Viudo_a,Graduado,Spain,"70165,0000",0,0,2899,161,0,253,199,191,122
10701,1973,Casado_a,Graduado,USA,"65308,0000",0,0,2851,713,0,264,120,80,34
891,1951,Convivencia,Master,Spain,"29298,0000",1,1,2974,6,0,2,2,0,1
6912,1967,Casado_a,Doctorado,Spain,"63246,0000",0,2,2932,593,30,91,29,22,7
5967,1952,Convivencia,Graduado,Alemania,"33402,0000",1,1,2965,26,2,19,10,5,8
2109,1990,Soltero_a,Graduado,Spain,"96843,0000",0,0,3051,448,71,951,40,17,17
6292,1986,Casado_a,Doctorado,Alemania,"82333,0000",0,0,3075,1311,0,359,46,89,17
8537,1949,Viudo_a,Graduado,Spain,"72643,0000",0,0,3106,526,80,553,123,94,53
9576,1982,Convivencia,Doctorado,Spain,"32313,0000",1,0,2858,86,4,56,2,4,7
5935,1956,Soltero_a,Master,India,"55284,0000",0,1,3171,547,7,140,0,7,63
10264,1979,Divorciado_a,Graduado,Arabia_Saudita,"15287,0000",1,0,3246,1,2,8,4,3,13
234,1979,Divorciado_a,Graduado,Spain,"15287,0000",1,0,3246,1,2,8,4,3,13
3202,1987,Casado_a,Doctorado,Arabia_Saudita,"51563,0000",0,0,3520,1166,0,48,0,0,36
1103,1976,Casado_a,Master,Australia,"81929,0000",1,0,3257,1486,55,278,49,0,185
610,1953,Convivencia,Doctorado,Australia,"53593,0000",1,1,3340,349,4,78,6,0,43
4480,1973,Casado_a,Master,Arabia_Saudita,"60432,0000",0,1,2553,365,3,15,4,3,11
10660,1957,Casado_a,Master,Spain,"66726,0000",1,1,2464,349,7,35,0,0,47
9353,1959,Soltero_a,Graduado,India,"62450,0000",0,1,2647,515,47,267,62,66,38
4120,1975,Soltero_a,Graduado,India,"49514,0000",1,0,2813,88,39,78,58,13,93
2836,1972,Casado_a,Doctorado,Alemania,"43269,0000",1,0,2905,10,1,7,0,0,1
9579,1959,Casado_a,Doctorado,Canada,"33762,0000",2,1,2976,53,1,34,2,0,16
5841,1966,Convivencia,Graduado,Spain,"60894,0000",0,1,2985,606,7,155,10,0,54
3174,1959,Convivencia,Graduado,Spain,"87771,0000",0,1,3022,1492,38,287,50,57,33
5536,1959,Convivencia,Graduado,Canada,"87771,0000",0,1,3022,1492,38,287,50,57,33
2061,1955,Casado_a,Graduado,Spain,"50737,0000",0,1,2855,78,0,11,0,0,10
8477,1956,Divorciado_a,Graduado,Spain,"26150,0000",2,1,2857,5,1,13,3,5,1
640,1951,Casado_a,Graduado,Spain,"57304,0000",0,1,2857,356,80,329,138,17,106
3828,1951,Casado_a,Graduado,Spain,"71107,0000",0,1,3116,533,10,217,198,174,195
4093,1975,Convivencia,Master,Canada,"53253,0000",1,1,2858,216,9,57,20,9,125
8624,1958,Casado_a,Graduado,Arabia_Saudita,"81320,0000",0,0,3011,183,33,493,59,103,57
2802,1992,Casado_a,Graduado,Australia,"87000,0000",0,0,3180,196,25,607,67,17,49
368,1974,Casado_a,Graduado,India,"40049,0000",0,1,3196,91,65,52,10,44,28
3599,1970,Casado_a,Graduado,Spain,"63684,0000",0,1,3199,575,80,428,208,93,80
3389,1970,Casado_a,Graduado,Spain,"69016,0000",0,1,3203,726,53,363,123,107,161
10710,1979,Casado_a,Graduado,Spain,"7500,0000",0,1,3288,5,2,3,3,0,5
7118,1957,Casado_a,Graduado,Canada,"73803,0000",0,1,3522,833,80,363,52,26,174
4937,1973,Casado_a,Graduado,Spain,"46094,0000",1,1,2520,12,2,20,3,2,5
1127,1973,Casado_a,Doctorado,Spain,"85844,0000",0,0,2650,938,19,843,25,95,38
833,1955,Casado_a,Master,Spain,"38452,0000",1,1,2710,56,0,14,0,0,2
3565,1955,Casado_a,Master,Spain,"38452,0000",1,1,2710,56,0,14,0,0,2
6086,1955,Casado_a,Graduado,Australia,"80395,0000",0,0,2837,445,25,706,80,76,48
1763,1988,Convivencia,Graduado,Canada,"87679,0000",0,0,2956,1259,172,815,97,148,33
4697,1949,Divorciado_a,Master,Arabia_Saudita,"35416,0000",0,0,3000,248,3,81,4,3,51
182,1946,Convivencia,Doctorado,Spain,"44124,0000",0,1,2855,284,0,55,0,6,52
1165,1958,Soltero_a,Doctorado,Arabia_Saudita,"50729,0000",1,1,3128,239,13,143,45,4,52
5386,1953,Convivencia,Graduado,Arabia_Saudita,"94384,0000",0,0,3071,1111,24,790,160,45,172
6024,1953,Convivencia,Graduado,Spain,"94384,0000",0,0,3071,1111,24,790,160,45,172
2678,1990,Soltero_a,Graduado,Australia,"34412,0000",1,0,3120,52,12,50,4,36,55
5790,1985,Casado_a,Graduado,Spain,"31158,0000",1,0,3137,25,6,16,20,0,5
236,1951,Casado_a,Graduado,Canada,"34838,0000",1,1,3145,28,23,29,29,14,47
6001,1979,Casado_a,Graduado,Spain,"56775,0000",0,1,3132,614,35,160,58,35,35
6250,1949,Viudo_a,Doctorado,Spain,"54356,0000",0,1,3206,710,15,30,20,0,0
1168,1978,Casado_a,Doctorado,Spain,"72159,0000",0,0,3227,322,53,899,34,40,53
10749,1991,Soltero_a,Graduado,Spain,"8028,0000",0,0,3268,73,18,66,7,12,2
2926,1952,Convivencia,Master,Arabia_Saudita,"55951,0000",0,1,3294,1241,0,80,0,13,40
716,1949,Convivencia,Doctorado,Spain,"67911,0000",0,1,2657,529,0,356,63,28,0
6544,1949,Convivencia,Doctorado,Alemania,"67911,0000",0,1,2657,529,0,356,63,28,0
4298,1973,Convivencia,Doctorado,Spain,"20427,0000",1,0,2716,5,0,4,0,0,1
5823,1970,Soltero_a,Doctorado,India,"32303,0000",0,1,2584,35,0,2,0,0,2
8375,1968,Casado_a,Doctorado,Australia,"55954,0000",0,1,2737,447,0,28,0,0,43
5723,1976,Convivencia,Doctorado,Spain,"49187,0000",0,1,2494,81,1,31,2,1,0
5763,1972,Convivencia,Master,Canada,"49854,0000",1,0,2880,123,17,171,39,0,30
8727,1978,Divorciado_a,Graduado,Arabia_Saudita,"63693,0000",0,1,2877,587,43,337,42,87,54
3056,1978,Divorciado_a,Graduado,Arabia_Saudita,"63693,0000",0,1,2877,587,43,337,42,87,54
8442,1985,Casado_a,Master,Canada,"19510,0000",2,0,3065,9,0,7,3,4,7
3712,1959,Divorciado_a,Graduado,India,"52332,0000",0,0,2924,212,5,33,7,0,2
10722,1973,Convivencia,Graduado,India,"55593,0000",0,1,2931,293,8,124,11,4,106
2406,1949,Convivencia,Graduado,Australia,"54591,0000",0,1,3036,376,4,94,12,9,24
7313,1949,Viudo_a,Graduado,Canada,"74859,0000",0,0,3099,570,73,614,133,102,73
2656,1971,Divorciado_a,Graduado,Canada,"40851,0000",1,1,3112,23,1,7,0,4,24
